battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
69370;1815;1485;53,40;1369;208;1,09;35,54;1,19;1,25;1,08;689;1,69;55;1;1
43170;1307;1325;50,57;1061;346;0,80;28,41;1,11;1,00;0,42;519;1,12;55;1;1
45233;1896;1670;55,25;1378;321;1,11;32,90;1,30;0,78;0,80;741;1,65;55;1;1
14262;1008;974;50,24;613;221;0,76;30,46;0,76;0,77;0,64;461;1,09;55;2;0
34727;1680;1664;51,85;1311;402;0,98;26,52;1,24;0,89;0,50;690;1,33;55;2;0
60415;1121;1094;50,67;757;230;0,81;27,22;0,92;1,50;0,47;401;1,11;55;2;0
37063;762;774;47,91;641;338;0,65;25,10;1,32;0,39;0,42;369;0,87;55;1;1
70874;2694;2619;59,00;1775;460;1,33;33,50;1,54;0,90;0,75;786;2,00;55;1;1
31149;1390;1249;51,11;890;309;0,88;31,75;1,21;0,97;0,94;561;1,29;55;2;0
8127;1626;1803;51,58;1565;657;0,91;25,26;1,73;0,31;0,33;676;1,22;55;1;1
50064;1712;1702;51,41;1414;411;0,95;30,40;1,09;0,94;0,65;689;1,37;55;2;0
17045;550;516;47,02;475;214;0,49;26,08;0,55;1,43;0,41;321;0,67;55;1;1
32782;1051;984;48,14;971;301;0,67;17,35;1,16;0,45;0,32;549;0,81;55;1;1
18818;1129;1182;48,30;970;316;0,77;36,96;0,63;1,13;0,57;553;1,23;55;1;1
31197;864;732;47,63;696;238;0,58;21,71;1,07;0,44;0,48;466;0,74;55;2;0
57764;1084;1064;48,81;1017;353;0,69;23,17;1,02;0,79;0,36;494;0,90;55;1;1
71636;2201;2283;56,21;1663;639;1,10;32,78;1,77;0,51;0,60;868;1,63;55;1;1
45928;1810;1898;52,37;1368;478;1,02;34,09;1,30;1,05;0,80;721;1,55;55;1;1
43358;1579;1648;53,02;1321;387;0,87;27,04;1,05;0,64;0,28;750;1,20;55;1;1
44322;1579;1697;51,31;1133;555;0,91;26,64;1,51;0,27;0,58;553;1,24;55;1;1
23334;823;786;46,80;761;251;0,60;22,77;0,73;0,44;0,35;425;0,78;55;2;0
14337;1793;1867;51,45;1660;413;0,86;19,67;1,25;0,65;0,21;748;1,07;55;2;0
27168;1395;1489;50,55;1178;480;0,79;27,27;1,05;0,62;0,33;718;1,09;55;2;0
68;1785;2009;51,47;2084;330;0,87;29,41;0,85;0,00;0,01;825;1,23;55;1;1
8926;984;951;48,51;901;319;0,67;28,80;1,07;0,36;0,42;593;0,94;55;2;0
32098;842;846;46,71;856;391;0,53;15,20;1,24;0,51;0,16;467;0,62;55;2;0
84225;910;939;47,21;850;358;0,67;24,67;0,97;0,84;0,41;435;0,89;55;2;0
14453;928;758;47,48;855;132;0,63;21,01;0,96;1,83;0,26;519;0,80;55;2;0
1709;351;299;41,72;471;196;0,32;16,79;0,57;0,73;0,10;416;0,38;55;2;0
340;718;689;50,29;1169;306;0,55;22,94;0,34;0,19;0,23;594;0,71;55;2;0
