battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
17361;1575;1330;52,85;906;214;0,99;26,52;1,38;1,00;0,72;515;1,35;34;2;0
35104;1162;1085;49,17;926;248;0,74;22,66;1,08;0,98;0,41;602;0,95;34;1;1
28350;1077;1034;47,69;927;349;0,67;24,01;1,15;1,09;0,48;568;0,88;34;1;1
51655;1010;992;48,89;772;293;0,70;21,00;1,02;0,73;0,43;486;0,88;34;1;1
7441;1257;1354;49,21;1074;624;0,70;25,21;1,52;0,81;0,34;645;0,94;34;2;0
40061;1248;1260;49,54;1154;396;0,74;20,66;1,04;0,34;0,40;625;0,93;34;2;0
94257;1179;1179;48,84;1015;334;0,77;28,49;0,86;1,02;0,55;603;1,08;34;2;0
7235;1592;1497;53,10;941;229;0,96;32,14;0,94;0,97;0,84;563;1,42;34;1;1
56727;1819;1887;52,99;1512;484;1,00;34,22;1,03;0,72;0,70;773;1,52;34;1;1
27836;679;661;48,07;507;270;0,48;22,51;0,88;0,95;0,18;371;0,62;34;1;1
61012;1014;989;49,36;791;303;0,64;18,94;1,02;0,45;0,32;438;0,79;34;2;0
17945;727;661;46,61;758;237;0,53;28,83;0,51;0,29;0,35;489;0,75;34;2;0
36103;1281;1320;50,51;1151;365;0,72;30,88;0,82;0,79;0,50;534;1,05;34;2;0
19599;1395;1428;50,02;1153;441;0,69;24,54;1,20;0,66;0,45;551;0,91;34;2;0
15573;1866;2015;56,30;1647;600;0,93;31,23;1,23;0,30;0,31;780;1,35;34;1;1
11408;948;854;46,47;815;236;0,53;22,52;0,82;0,46;0,33;489;0,69;34;2;0
7672;961;957;46,55;852;275;0,58;20,53;0,77;1,19;0,16;486;0,72;34;2;0
87;607;458;47,13;295;89;0,47;12,64;1,22;0,31;0,00;254;0,54;34;1;1
5922;1671;1734;51,23;1217;446;0,95;23,25;1,89;0,74;0,52;672;1,23;34;2;0
65034;1256;1325;49,98;901;355;0,81;31,72;0,91;0,65;0,69;500;1,19;34;1;1
18638;1732;1822;52,22;1446;419;0,97;34,01;0,99;1,54;0,60;729;1,47;34;1;1
36609;2382;2500;55,42;1606;473;1,30;38,09;1,11;0,63;0,97;867;2,10;34;1;1
9607;724;659;46,56;628;252;0,54;31,31;0,65;0,44;0,38;508;0,78;34;2;0
2552;1543;1636;50,35;1244;403;0,82;22,77;1,31;0,28;0,22;695;1,07;34;1;1
8836;1109;1094;47,92;1205;234;0,76;41,85;0,37;0,65;0,48;670;1,31;34;1;1
7961;304;212;42,62;477;184;0,34;25,41;0,35;0,87;0,19;333;0,46;34;2;0
11821;1508;1511;50,21;989;217;0,91;36,58;0,58;0,67;0,64;548;1,44;34;1;1
582;560;474;46,22;767;253;0,41;15,46;0,86;0,09;0,07;575;0,48;34;2;0
6709;1171;1118;48,62;1090;293;0,68;15,49;1,13;0,68;0,14;638;0,80;34;1;1
5145;384;294;43,77;384;142;0,32;26,61;0,53;1,38;0,19;341;0,44;34;2;0
