battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
8506;1742;1567;51,11;1302;182;1,02;31,50;0,96;0,93;0,82;650;1,49;70;1;1
13554;975;873;47,44;846;204;0,73;22,27;0,87;0,66;0,42;530;0,93;70;1;1
60377;1566;1540;53,32;962;346;0,94;33,83;1,17;0,86;0,75;620;1,43;70;2;0
10591;1158;1180;46,83;1227;414;0,67;20,81;1,07;0,41;0,15;681;0,84;70;1;1
91271;1190;1090;48,50;1061;232;0,80;27,00;0,84;0,75;0,39;561;1,09;70;2;0
12563;853;858;47,35;762;312;0,58;25,70;0,85;0,68;0,42;386;0,78;70;1;1
11127;917;871;47,60;900;223;0,68;30,54;0,53;2,36;0,39;436;0,99;70;2;0
10508;609;583;46,75;520;215;0,52;17,73;1,05;0,58;0,23;333;0,63;70;2;0
5815;1173;1137;50,54;1177;335;0,69;24,92;1,06;0,56;0,30;664;0,92;70;1;1
10342;1851;1926;52,28;1530;494;0,91;23,40;1,39;0,41;0,26;753;1,19;70;2;0
12725;666;621;46,92;578;259;0,47;13,51;1,16;0,51;0,26;391;0,54;70;1;1
77368;940;893;47,87;740;247;0,68;27,13;0,65;0,51;0,36;436;0,94;70;2;0
38375;1378;1463;51,10;1031;471;0,79;23,79;1,43;0,74;0,46;611;1,04;70;1;1
16556;1370;1390;50,18;1064;283;0,82;28,30;0,83;1,63;0,67;505;1,14;70;1;1
12201;2090;2159;53,59;1966;458;0,97;28,97;1,21;0,47;0,31;776;1,37;70;2;0
75785;1151;1137;49,34;1025;336;0,82;31,04;0,85;0,58;0,54;657;1,19;70;1;1
46270;958;999;48,56;920;299;0,76;27,02;0,67;1,51;0,39;523;1,04;70;2;0
24526;1753;1749;52,96;1327;430;0,89;20,04;1,68;0,27;0,46;573;1,11;70;1;1
8;1099;1380;50,00;1655;836;0,88;37,50;0,63;0,00;0,00;848;1,40;70;1;1
81373;1009;1190;49,74;844;448;0,65;28,95;0,80;0,58;0,25;476;0,92;70;1;1
24259;2241;2490;56,00;2012;749;1,05;30,81;1,57;0,41;0,28;865;1,51;70;2;0
2662;629;546;46,28;583;170;0,45;22,61;0,56;0,49;0,28;424;0,58;70;1;1
44500;1403;1484;50,59;1444;702;0,76;22,95;1,72;0,55;0,30;767;0,98;70;2;0
20338;774;717;45,58;701;258;0,52;10,56;1,07;0,23;0,25;468;0,59;70;1;1
76820;1187;1169;48,75;1083;385;0,73;26,67;1,07;0,72;0,40;514;1,00;70;1;1
10726;628;576;45,55;808;314;0,44;23,57;0,82;0,79;0,09;520;0,57;70;2;0
2027;314;260;42,62;410;176;0,29;15,19;0,80;0,96;0,17;343;0,34;70;2;0
68;851;717;41,18;856;143;0,82;16,18;0,82;0,00;0,00;561;0,98;70;2;0
4;631;800;25,00;1427;746;0,25;25,00;1,00;0,00;0,00;670;0,33;70;2;0
