battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
72933;1945;2006;53,10;1408;435;1,05;33,24;1,24;1,24;0,60;669;1,58;89;2;1
53419;1473;1476;51,13;1248;388;0,84;31,18;0,91;0,81;0,77;613;1,22;89;1;0
10417;859;783;47,44;650;206;0,60;19,67;0,92;1,27;0,43;384;0,74;89;2;1
47840;991;1005;49,37;706;305;0,67;27,71;1,15;0,82;0,59;454;0,92;89;1;0
108679;1010;1004;46,59;992;311;0,77;31,08;0,60;0,93;0,55;565;1,12;89;2;1
78939;1466;1389;51,62;955;321;0,93;26,51;1,40;2,13;0,48;492;1,26;89;2;1
28917;1233;1234;50,79;941;332;0,75;19,91;1,23;1,12;0,42;473;0,94;89;2;1
35134;2536;2847;57,68;2218;743;1,21;33,04;1,50;0,73;0,45;884;1,80;89;2;1
22264;542;485;46,51;441;160;0,52;20,11;0,78;1,00;0,17;293;0,65;89;1;0
57625;2069;2075;56,05;1084;336;1,21;42,70;1,03;0,57;1,13;522;2,11;89;1;0
42404;2819;2922;58,47;1926;649;1,35;29,83;1,80;0,63;0,68;905;1,93;89;1;0
32377;1399;1405;50,08;1226;447;0,74;19,83;1,39;0,57;0,36;702;0,92;89;1;0
21369;1225;1220;50,11;1091;390;0,75;29,08;0,92;0,34;0,42;484;1,06;89;1;0
13483;904;905;50,85;538;354;0,66;16,04;1,75;0,31;0,38;372;0,79;89;1;0
39690;1590;1785;52,19;1322;555;0,98;39,70;0,81;0,73;0,44;674;1,62;89;1;0
17511;1150;1235;49,17;959;265;0,82;37,15;0,38;0,95;0,46;581;1,31;89;1;0
28673;2082;2172;54,85;1711;515;1,13;33,88;1,18;1,21;0,41;838;1,71;89;1;0
11238;1243;1236;49,73;912;261;0,76;23,11;0,91;0,72;0,30;554;0,99;89;2;1
29206;635;595;44,81;702;199;0,51;28,75;0,43;0,82;0,40;462;0,72;89;2;1
14521;2017;2192;55,94;1633;495;0,99;34,33;1,09;0,46;0,46;715;1,50;89;2;1
33103;1044;1078;48,38;938;454;0,63;23,70;1,19;0,62;0,40;549;0,82;89;2;1
40617;1365;1571;49,75;1384;809;0,73;24,63;1,51;0,37;0,21;715;0,97;89;2;1
18397;3231;3613;59,56;2839;582;1,36;38,02;1,34;0,25;0,46;1057;2,19;89;2;1
12040;3490;3528;61,05;2400;631;1,48;45,07;1,50;1,72;1,08;1071;2,70;89;2;1
10793;1482;1528;51,04;1292;437;0,80;24,79;1,13;0,45;0,41;726;1,06;89;2;1
55836;1583;1688;50,79;1565;565;0,86;26,39;1,10;1,14;0,39;688;1,17;89;2;1
7270;1265;1265;49,11;1144;306;0,85;36,89;0,68;0,73;0,44;570;1,35;89;1;0
20890;1248;1247;50,46;1058;285;0,77;28,64;0,72;0,77;0,56;535;1,08;89;1;0
345;178;210;40,58;500;256;0,34;16,81;0,45;0,90;0,06;507;0,41;89;1;0
135;120;88;40,00;517;275;0,13;13,33;0,49;0,62;0,00;557;0,15;89;1;0
