battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
36384;1486;1567;50,36;1310;561;0,76;18,27;1,64;0,48;0,22;729;0,93;4;1;1
22442;1279;1310;49,87;1258;423;0,69;23,09;1,12;0,84;0,10;741;0,90;4;1;1
46609;1577;1410;51,58;1233;221;0,97;30,64;0,97;1,13;0,71;622;1,40;4;2;0
12070;851;782;46,08;841;219;0,57;23,95;0,76;0,50;0,37;538;0,75;4;1;1
27875;1423;1484;49,20;1270;417;0,80;28,27;1,10;1,25;0,35;701;1,11;4;1;1
5773;974;943;47,55;1024;331;0,60;20,25;1,02;0,55;0,30;574;0,75;4;1;1
22040;882;823;46,76;1012;314;0,58;27,06;0,76;0,54;0,35;575;0,79;4;2;0
31343;409;376;45,43;374;211;0,45;13,35;0,99;0,92;0,26;307;0,52;4;1;1
13360;1051;1007;47,81;777;300;0,62;22,04;1,21;1,05;0,40;487;0,80;4;1;1
51479;979;979;49,29;722;370;0,62;24,55;1,11;0,61;0,44;466;0,83;4;2;0
2964;614;549;47,00;502;161;0,47;23,04;0,60;1,10;0,26;405;0,61;4;1;1
8314;242;207;44,24;314;177;0,29;16,13;0,73;1,28;0,21;294;0,35;4;1;1
58601;819;829;47,80;706;266;0,64;26,56;0,69;0,95;0,34;405;0,87;4;2;0
15545;814;767;45,09;830;248;0,53;19,18;0,72;0,54;0,26;485;0,65;4;1;1
5420;1088;1104;48,28;853;316;0,68;26,81;0,87;0,78;0,26;556;0,93;4;2;0
14359;637;643;44,61;762;267;0,45;23,67;0,61;0,61;0,11;510;0,59;4;2;0
5034;1463;1475;49,68;1305;348;0,92;29,06;0,92;0,49;0,34;706;1,29;4;1;1
14925;1127;1143;47,82;1181;313;0,71;30,16;0,68;0,83;0,26;674;1,02;4;2;0
1127;335;260;44,54;326;158;0,31;17,83;0,73;0,77;0,06;374;0,38;4;2;0
19768;2147;2246;53,63;1677;412;1,03;29,40;1,16;0,81;0,58;872;1,47;4;2;0
7119;1238;1207;49,49;1068;310;0,65;20,73;0,96;0,50;0,23;670;0,81;4;2;0
39066;1522;1592;51,35;1410;532;0,83;23,06;1,30;1,35;0,21;640;1,08;4;2;0
23514;2214;2248;55,12;1684;521;1,17;31,07;1,19;0,95;0,64;811;1,69;4;2;0
23971;1755;1628;53,78;1289;303;1,00;33,27;0,94;1,52;0,67;663;1,50;4;2;0
14458;778;690;46,35;759;241;0,48;17,99;0,77;0,80;0,07;459;0,58;4;1;1
51725;856;805;47,44;823;359;0,57;21,69;1,06;0,79;0,25;462;0,72;4;2;0
8678;578;515;43,92;477;177;0,49;14,60;0,90;0,89;0,22;350;0,57;4;2;0
1012;824;749;46,94;656;114;0,59;27,08;0,24;0,68;0,16;364;0,81;4;1;1
1130;441;415;44,16;538;261;0,34;24,60;0,49;1,00;0,24;476;0,45;4;1;1
488;739;622;45,70;730;171;0,60;33,61;0,31;0,63;1,00;507;0,91;4;1;1
