battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
13784;648;607;45,17;572;192;0,59;21,06;0,79;1,10;0,25;377;0,74;2;2;1
7111;778;723;47,29;781;290;0,49;18,34;0,80;0,49;0,16;536;0,60;2;1;0
24542;2256;2062;54,02;1376;533;1,02;34,06;2,16;1,45;0,93;707;1,54;2;2;1
130780;1922;1914;52,49;1808;488;1,15;37,54;1,09;1,04;0,60;621;1,85;2;1;0
49162;1603;1411;53,90;1243;346;0,98;29,73;1,15;0,89;0,74;679;1,40;2;2;1
72301;1157;1150;48,44;1111;326;0,76;27,13;0,85;0,56;0,55;601;1,04;2;2;1
23758;548;485;44,54;602;267;0,40;14,38;0,77;0,45;0,26;394;0,46;2;1;0
36982;1297;1256;49,18;1201;285;0,77;30,27;0,79;0,92;0,70;608;1,11;2;2;1
44220;1277;1321;48,97;1308;266;1,00;36,41;0,44;1,16;0,78;461;1,57;2;1;0
23696;1066;1031;48,07;768;212;0,80;24,51;0,76;1,04;0,46;387;1,05;2;2;1
58527;1606;1611;51,46;1425;400;0,92;29,28;0,98;1,15;0,54;616;1,30;2;2;1
44749;1011;1027;48,96;793;383;0,66;20,46;1,45;1,01;0,44;570;0,83;2;1;0
30350;728;742;44,21;871;385;0,53;21,49;0,88;0,86;0,25;572;0,67;2;1;0
30215;1351;1431;49,87;1134;374;0,80;30,54;0,87;0,44;0,55;623;1,16;2;2;1
10289;783;686;46,07;546;221;0,56;18,81;0,86;0,66;0,37;379;0,69;2;2;1
6774;572;505;47,30;451;146;0,52;17,89;0,60;0,57;0,27;346;0,64;2;2;1
33025;3241;3567;60,96;2484;584;1,34;37,71;1,38;0,20;0,72;1012;2,15;2;1;0
54284;2557;2316;54,87;1549;460;1,38;43,84;1,45;0,57;1,16;647;2,46;2;2;1
24914;1795;1865;52,12;1369;375;1,00;29,41;1,01;0,53;0,59;626;1,42;2;2;1
20293;1253;1246;48,15;853;265;0,73;19,03;1,04;0,46;0,42;451;0,91;2;2;1
10619;820;770;46,53;670;258;0,59;14,57;1,07;0,38;0,30;435;0,69;2;2;1
35336;1601;1678;51,40;1796;409;0,83;27,39;0,88;0,67;0,18;733;1,15;2;1;0
32432;2762;3063;56,21;2097;488;1,28;35,22;1,20;0,48;0,52;895;1,97;2;1;0
43663;1633;1645;51,97;1670;388;0,94;28,27;0,85;0,48;0,35;751;1,31;2;1;0
56210;1985;2031;50,74;2257;479;0,96;27,47;1,19;0,79;0,25;815;1,32;2;1;0
48195;2413;2525;57,36;2026;629;1,21;37,82;1,27;0,43;0,49;941;1,95;2;1;0
24861;986;941;47,49;947;350;0,59;19,62;1,26;1,23;0,17;605;0,74;2;1;0
87706;820;790;46,68;856;300;0,64;22,56;1,15;1,05;0,40;496;0,83;2;2;1
282;2340;2394;53,55;2691;579;1,15;32,98;0,80;0,12;0,92;884;1,72;2;1;0
6185;1962;1982;53,34;2183;540;0,93;24,41;1,54;0,45;0,36;889;1,23;2;1;0
