battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
131227;1766;1728;53,98;1490;362;0,98;26,04;1,14;1,26;0,40;755;1,33;54;2;1
32168;1252;1221;48,42;1163;264;0,86;40,18;0,48;1,25;0,44;675;1,44;54;1;0
21357;1668;1352;51,72;1182;129;0,98;31,64;1,12;2,25;0,96;586;1,43;54;2;1
58994;1006;942;47,00;1039;318;0,62;23,41;1,06;1,26;0,35;623;0,81;54;2;1
56975;1477;1518;51,48;1244;434;0,83;22,36;1,31;0,89;0,40;555;1,07;54;2;1
34577;655;592;47,58;538;205;0,56;16,03;0,87;0,80;0,25;397;0,66;54;1;0
11452;802;702;48,29;669;227;0,49;15,91;1,00;0,39;0,18;413;0,59;54;1;0
44015;872;967;47,34;954;327;0,65;34,49;0,33;0,74;0,39;406;1,00;54;1;0
8300;1092;961;49,98;639;152;0,79;28,07;0,81;1,21;0,65;411;1,09;54;2;1
39512;1496;1568;51,73;1164;368;0,96;34,39;0,85;0,92;0,51;566;1,46;54;2;1
3216;391;318;43,97;312;133;0,35;19,15;0,67;0,97;0,23;266;0,44;54;1;0
14098;1145;1156;48,18;985;258;0,83;35,86;0,42;1,54;0,46;557;1,30;54;2;1
21636;1504;1504;51,67;1191;350;0,78;26,52;0,89;0,49;0,54;547;1,06;54;2;1
34851;914;885;47,71;760;270;0,61;21,14;0,92;0,55;0,25;567;0,78;54;2;1
15532;1282;1316;49,54;929;380;0,81;28,07;1,07;1,17;0,46;547;1,13;54;1;0
84270;632;567;46,51;590;252;0,46;18,64;0,96;1,50;0,22;421;0,57;54;2;1
3260;887;843;47,12;996;301;0,56;21,63;0,72;0,43;0,31;606;0,72;54;2;1
32713;2430;2610;56,32;2273;520;1,18;32,52;1,13;0,60;0,31;941;1,74;54;1;0
9545;1893;1913;53,92;1234;311;1,05;29,92;1,09;0,22;0,60;608;1,50;54;2;1
1504;576;525;42,49;620;218;0,43;12,83;0,89;1,87;0,24;515;0,49;54;1;0
8384;1328;1317;49,27;1271;443;0,68;23,75;1,27;0,23;0,19;569;0,90;54;1;0
103;1335;1270;45,63;548;107;0,97;24,27;0,83;0,84;0,50;452;1,28;54;2;1
45058;971;934;49,27;795;284;0,62;18,30;1,17;0,43;0,35;419;0,76;54;1;0
81112;1665;1741;52,02;1376;430;1,00;29,18;1,00;0,90;0,60;603;1,41;54;2;1
63079;815;779;47,36;765;318;0,52;20,04;1,09;0,92;0,26;490;0,66;54;1;0
449;779;808;48,11;489;284;0,60;18,04;1,06;0,71;0,27;430;0,73;54;1;0
984;621;565;41,46;620;195;0,45;19,51;0,68;2,52;0,32;522;0,56;54;1;0
772;175;142;42,36;240;184;0,21;16,84;0,80;1,36;0,11;344;0,25;54;2;1
69;2260;2476;55,07;2965;525;0,84;24,64;1,39;0,00;0,00;924;1,12;54;1;0
357;2753;3136;55,74;3468;475;1,17;40,90;0,87;0,09;0,35;1037;1,97;54;1;0
