battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
44726;1713;1494;52,94;1210;242;0,99;30,97;1,10;1,41;0,98;528;1,44;60;2;1
25958;1484;1315;51,18;1019;209;0,91;30,78;1,13;0,71;0,66;523;1,32;60;2;1
44818;811;802;46,60;776;320;0,56;25,18;0,81;0,96;0,35;541;0,74;60;2;1
38045;2630;2742;56,98;1964;524;1,31;37,77;1,19;0,69;0,77;909;2,10;60;1;0
35152;632;564;45,84;683;289;0,41;16,15;0,93;0,71;0,21;455;0,49;60;2;1
49958;784;773;47,33;717;386;0,57;19,26;1,30;0,63;0,33;504;0,70;60;1;0
12065;1115;1140;49,84;965;447;0,59;17,36;1,35;0,48;0,12;639;0,72;60;1;0
62445;2266;2267;55,57;1757;706;1,21;33,14;1,71;0,33;0,58;850;1,82;60;2;1
27224;736;688;48,21;640;276;0,56;27,70;0,82;1,47;0,47;414;0,77;60;2;1
39182;865;860;48,00;796;280;0,67;40,62;0,33;1,59;0,54;413;1,13;60;1;0
12924;885;937;47,04;890;399;0,56;24,99;0,66;0,69;0,29;608;0,75;60;2;1
36357;1255;1352;49,27;1090;519;0,77;39,34;1,02;0,51;0,46;676;1,27;60;2;1
13372;1081;1113;48,86;1281;427;0,70;23,81;0,89;0,33;0,24;547;0,92;60;2;1
12376;2563;2554;55,89;2187;428;1,40;46,47;0,71;0,32;0,89;934;2,62;60;2;1
11150;770;748;46,10;1023;316;0,60;17,82;0,66;0,55;0,09;612;0,73;60;1;0
23787;1297;1286;50,39;1079;341;0,80;28,04;0,96;0,99;0,49;523;1,11;60;1;0
61800;859;857;46,71;892;336;0,67;29,18;0,73;0,96;0,50;405;0,95;60;2;1
43424;1389;1331;50,75;1136;347;0,87;26,76;1,07;1,24;0,47;560;1,18;60;1;0
57521;873;859;47,03;800;329;0,57;21,19;1,00;0,91;0,40;425;0,72;60;2;1
28441;806;856;47,26;811;446;0,60;30,01;0,93;0,69;0,44;488;0,86;60;1;0
19730;808;756;46,54;722;275;0,54;20,67;0,87;0,77;0,36;428;0,68;60;1;0
54333;2055;1967;53,46;1717;450;1,15;30,79;1,17;1,18;0,72;728;1,67;60;2;1
1060;1203;1221;49,25;1200;290;0,74;31,04;0,63;0,40;0,42;669;1,07;60;1;0
28744;1165;1167;49,24;988;329;0,72;23,81;0,92;1,02;0,26;493;0,94;60;1;0
3298;749;711;46,57;680;213;0,53;24,32;0,61;0,65;0,47;434;0,70;60;2;1
37;910;797;54,05;1204;518;0,54;8,11;1,43;1,00;0,00;755;0,59;60;1;0
36;1027;790;52,78;1281;117;0,39;33,33;0,08;0,00;0,08;599;0,58;60;2;1
3521;689;687;45,02;812;300;0,48;22,55;0,66;0,83;0,08;557;0,62;60;1;0
1630;4480;4437;64,60;3768;828;1,71;36,99;2,11;0,04;0,93;1255;2,71;60;1;0
9;376;151;66,67;546;149;0,33;33,33;0,33;0,00;0,00;659;0,50;60;1;0
