battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
96500;1737;1631;53,24;1326;323;0,97;29,49;1,28;0,91;0,64;694;1,38;15;2;1
29975;1530;1680;51,22;1226;529;0,92;34,34;1,30;1,29;0,43;690;1,40;15;1;0
40877;550;507;45,26;554;202;0,51;26,89;0,43;0,63;0,49;360;0,70;15;2;1
9096;822;708;48,33;576;207;0,56;17,37;1,32;1,16;0,45;390;0,68;15;2;1
135138;1659;1629;50,34;1425;405;0,90;25,81;1,35;1,39;0,56;728;1,22;15;2;1
58212;1387;1394;49,32;1336;370;0,80;23,97;1,15;1,29;0,39;669;1,05;15;2;1
36286;1145;1111;48,28;1060;349;0,85;29,20;0,73;0,55;0,39;649;1,19;15;2;1
9383;425;325;45,03;401;144;0,40;20,57;0,53;0,89;0,43;313;0,50;15;1;0
18318;1428;1426;50,63;1043;433;0,82;22,70;1,41;0,60;0,37;490;1,07;15;2;1
24789;1261;1248;49,32;1099;302;0,86;39,47;0,59;0,90;0,66;609;1,41;15;2;1
66143;859;838;45,97;920;342;0,64;31,14;0,65;1,42;0,54;433;0,92;15;1;0
1322;641;636;45,61;463;216;0,59;18,31;0,83;0,63;0,22;384;0,72;15;2;1
19039;1427;1493;50,25;1391;480;0,78;29,07;1,06;0,33;0,40;699;1,10;15;1;0
18930;793;807;46,42;796;372;0,56;17,77;0,87;1,03;0,19;533;0,68;15;1;0
13470;1935;2035;53,61;1702;536;1,08;35,83;1,02;0,27;0,50;803;1,68;15;1;0
20358;2138;2310;54,90;1916;595;1,02;23,52;1,68;0,69;0,29;788;1,33;15;2;1
20130;2515;2532;55,51;1901;804;1,23;27,75;2,18;0,36;0,78;928;1,71;15;2;1
101332;1289;1310;48,94;1209;380;0,75;22,51;1,15;0,50;0,40;500;0,97;15;1;0
15601;789;761;47,31;696;269;0,58;25,79;0,73;1,27;0,33;417;0,79;15;2;1
77017;1786;1449;54,90;1056;215;1,06;29,16;1,49;1,35;0,93;558;1,50;15;2;1
5995;819;779;46,67;741;220;0,55;24,32;0,56;1,09;0,30;471;0,73;15;1;0
64057;995;888;49,78;622;153;0,79;28,15;0,61;1,78;0,63;392;1,09;15;1;0
17050;1391;1344;49,43;1170;244;0,77;23,45;0,97;1,33;0,34;637;1,00;15;1;0
25899;2579;2867;56,16;1867;570;1,21;35,25;1,30;0,52;0,36;937;1,87;15;2;1
34615;821;787;48,22;605;334;0,58;15,75;1,43;1,07;0,15;377;0,68;15;1;0
3898;949;937;46,59;970;361;0,57;19,39;0,91;1,14;0,17;641;0,71;15;1;0
449;919;849;49,67;637;113;0,68;30,29;0,41;1,09;0,77;425;0,97;15;1;0
1721;755;647;45,96;777;269;0,54;33,18;0,70;0,98;0,24;475;0,81;15;2;1
447;883;858;48,32;609;181;0,72;32,66;0,50;1,65;0,77;510;1,07;15;1;0
291;949;834;48,80;1315;438;0,54;19,59;1,59;0,75;0,04;759;0,67;15;1;0
