battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
98230;1929;1985;54,53;1421;443;0,99;26,53;1,26;0,64;0,59;766;1,35;76;1;1
8121;729;749;45,92;643;225;0,59;25,06;0,49;0,98;0,45;338;0,79;76;2;0
3586;544;447;46,99;446;144;0,56;27,16;0,62;1,85;0,49;360;0,78;76;1;1
26924;1299;1370;48,62;1500;455;0,83;22,46;1,06;0,72;0,22;656;1,07;76;2;0
35090;966;968;47,82;915;348;0,69;23,67;0,91;0,27;0,39;453;0,91;76;2;0
51100;1551;1536;52,09;1323;305;0,95;36,09;0,58;0,73;0,58;695;1,48;76;2;0
62889;1226;1264;48,76;1193;314;0,85;36,72;0,47;0,64;0,63;517;1,34;76;1;1
22504;1230;1237;49,04;1036;351;0,75;26,41;0,98;0,73;0,53;599;1,02;76;2;0
38266;1419;1431;50,46;1226;434;0,87;25,93;1,35;0,52;0,42;605;1,17;76;1;1
3621;642;598;47,11;431;189;0,51;21,57;0,77;0,99;0,29;346;0,65;76;1;1
35269;2205;2269;55,16;1538;569;1,10;29,21;1,49;0,43;0,81;776;1,56;76;2;0
57746;1620;1814;51,93;1565;829;0,88;29,07;1,74;1,09;0,36;779;1,23;76;1;1
42229;1282;1355;49,05;1413;553;0,77;27,83;1,16;0,37;0,33;732;1,06;76;1;1
40644;1772;1855;52,19;1659;520;0,84;16,44;1,67;0,35;0,23;785;1,01;76;1;1
37911;691;672;46,15;776;297;0,52;30,70;0,52;1,11;0,29;537;0,75;76;1;1
14317;1194;1162;49,22;1013;483;0,61;20,57;1,33;0,36;0,26;488;0,77;76;1;1
10112;1275;1262;51,61;845;303;0,91;23,53;1,15;0,64;0,48;625;1,20;76;2;0
35152;1141;1160;48,61;1274;390;0,71;23,96;0,86;0,53;0,24;672;0,93;76;2;0
18268;1763;1789;54,19;1583;521;0,86;24,92;1,11;0,37;0,55;790;1,14;76;2;0
7130;1315;1317;49,80;1242;200;0,95;40,46;0,31;0,76;0,64;570;1,60;76;1;1
10107;1274;1472;48,74;1645;356;0,87;42,44;0,19;0,39;0,39;553;1,51;76;2;0
714;548;553;41,88;705;245;0,57;20,31;0,80;0,48;0,06;539;0,72;76;2;0
65820;1778;1836;52,54;1480;489;0,95;23,83;1,43;1,02;0,48;607;1,25;76;1;1
32003;1798;1917;52,21;1649;637;0,83;24,02;1,62;0,71;0,25;775;1,09;76;1;1
58046;893;985;47,53;931;540;0,57;16,32;1,27;0,77;0,32;499;0,68;76;2;0
46507;1010;962;48,36;922;284;0,64;24,76;0,75;0,79;0,41;562;0,85;76;2;0
4343;1309;1331;50,70;1381;502;0,74;23,76;1,31;0,33;0,29;761;0,98;76;1;1
9037;966;932;47,98;715;221;0,60;24,26;0,77;0,80;0,19;522;0,80;76;1;1
5672;843;774;46,30;908;271;0,51;14,09;1,03;0,74;0,21;580;0,59;76;2;0
19;1106;1239;36,84;1899;613;0,47;31,58;0,95;0,00;0,00;720;0,69;76;2;0
