battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
21101;908;822;47,06;994;314;0,62;20,26;1,29;0,98;0,33;599;0,78;5;2;0
62553;2173;2110;53,99;1592;594;1,12;29,35;1,77;0,84;0,71;765;1,58;5;2;0
2782;197;151;43,10;324;175;0,21;12,01;0,76;0,67;0,08;371;0,24;5;1;1
49393;1181;1140;48,31;1159;254;0,91;40,72;0,38;0,94;0,85;508;1,54;5;2;0
29193;2559;2777;60,07;2297;634;1,24;36,21;1,35;0,49;0,38;940;1,95;5;1;1
31677;1420;1523;49,56;1475;337;0,94;33,27;0,62;0,54;0,60;554;1,40;5;2;0
22109;544;511;45,49;517;215;0,52;16,98;0,88;0,46;0,32;405;0,62;5;2;0
132353;2113;2167;53,70;1867;486;1,15;38,61;0,82;0,68;0,69;692;1,87;5;1;1
102543;1098;1120;48,98;1026;271;0,82;37,09;0,36;0,52;0,44;421;1,30;5;1;1
13400;972;877;49,81;543;193;0,78;20,15;0,99;0,43;0,51;355;0,98;5;1;1
71258;1393;1354;52,22;962;252;1,04;34,35;0,72;1,34;0,70;630;1,58;5;2;0
43597;1308;1387;49,93;1239;422;0,82;27,65;0,89;0,71;0,40;642;1,13;5;2;0
30908;706;661;46,77;656;327;0,48;22,47;0,98;0,17;0,41;460;0,62;5;2;0
43519;719;676;46,32;622;263;0,57;25,71;0,87;0,71;0,47;488;0,77;5;1;1
44647;1147;1137;49,65;952;317;0,77;28,73;0,77;0,39;0,61;565;1,07;5;2;0
7071;351;334;45,71;292;161;0,41;20,34;0,62;0,36;0,29;271;0,52;5;1;1
40716;1174;1172;48,18;1231;374;0,81;25,56;0,69;1,25;0,28;677;1,09;5;2;0
17581;1625;1634;52,89;859;289;1,04;33,02;1,17;0,78;0,86;452;1,55;5;1;1
32975;1070;1127;48,60;952;366;0,67;28,12;0,74;0,84;0,46;626;0,93;5;1;1
7217;857;840;48,77;657;315;0,59;25,07;0,99;0,73;0,33;409;0,79;5;2;0
79550;838;943;48,11;820;550;0,52;16,80;1,60;0,20;0,29;600;0,62;5;1;1
17428;3428;3882;63,54;2781;879;1,36;32,81;1,81;0,12;0,60;1079;2,03;5;1;1
1953;756;726;47,16;740;308;0,58;16,74;1,12;0,52;0,20;538;0,69;5;2;0
45030;1849;1782;52,07;1588;294;1,14;34,27;0,94;1,32;0,75;557;1,73;5;1;1
10826;2981;3207;59,03;2765;439;1,30;38,07;1,17;0,38;0,42;1097;2,10;5;2;0
2125;393;306;44,52;321;119;0,42;24,61;0,45;2,14;0,49;294;0,56;5;2;0
5642;925;1042;47,04;742;475;0,62;25,47;1,19;0,67;0,25;571;0,83;5;1;1
99;1152;950;54,55;509;98;0,91;37,37;0,26;2,59;0,44;397;1,45;5;2;0
826;378;381;44,43;400;252;0,39;15,38;1,10;0,74;0,07;459;0,46;5;1;1
140;1751;1669;49,29;1621;445;0,82;16,43;1,79;0,60;0,52;826;0,98;5;1;1
