battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
67560;1982;1745;55,64;1583;382;1,15;34,93;1,22;1,53;0,85;758;1,76;8;2;0
10522;959;900;46,80;866;147;0,75;33,94;0,54;1,65;0,47;455;1,14;8;2;0
105531;991;1023;49,80;742;382;0,65;29,06;1,24;1,56;0,47;434;0,92;8;2;0
22491;1159;1125;49,91;867;243;0,83;25,79;0,91;0,72;0,58;406;1,12;8;2;0
69232;1392;1375;50,90;810;420;0,85;32,68;1,52;0,75;0,88;582;1,26;8;1;1
43297;1540;1639;50,97;1395;487;0,90;27,77;1,18;1,07;0,50;588;1,24;8;2;0
64528;839;818;46,76;775;237;0,67;28,84;0,61;1,61;0,35;478;0,94;8;2;0
31497;1928;2013;53,68;1480;436;1,05;33,38;1,07;0,65;0,59;639;1,58;8;1;1
40302;621;613;44,73;745;339;0,52;22,99;0,71;0,46;0,27;519;0,68;8;1;1
16266;915;882;48,43;766;287;0,65;22,86;0,88;0,95;0,44;550;0,84;8;1;1
30142;328;287;45,29;381;234;0,30;16,71;0,82;1,13;0,22;323;0,36;8;1;1
5095;694;609;45,46;890;240;0,45;15,39;0,79;0,71;0,07;602;0,53;8;1;1
64377;552;489;46,70;489;252;0,41;9,16;1,41;0,71;0,17;370;0,45;8;1;1
3841;395;508;48,14;319;501;0,36;18,17;1,77;0,29;0,13;455;0,45;8;2;0
24237;1604;1601;51,15;1153;364;0,85;22,18;1,28;0,38;0,49;588;1,09;8;1;1
42670;1961;2042;53,24;1629;578;1,09;35,44;1,32;0,70;0,60;758;1,69;8;1;1
48195;2413;2525;57,36;2026;629;1,21;37,82;1,27;0,43;0,49;941;1,95;8;1;1
9775;4517;5070;67,31;3872;822;1,76;40,32;1,92;0,11;0,35;1279;2,95;8;2;0
1796;816;841;47,61;663;291;0,57;25,61;0,88;0,95;0,33;502;0,76;8;2;0
12307;2330;2444;55,85;2053;567;1,17;29,68;1,35;0,38;0,58;851;1,66;8;1;1
7537;1141;1095;48,81;1151;363;0,58;21,15;1,13;0,38;0,23;572;0,73;8;1;1
38180;1367;1444;50,37;1316;522;0,80;27,45;1,16;0,78;0,31;701;1,10;8;2;0
19161;1098;1039;47,77;1084;360;0,54;14,82;1,23;0,34;0,12;554;0,63;8;2;0
3296;722;601;47,51;713;205;0,46;25,67;0,52;0,59;0,23;445;0,62;8;2;0
10471;789;804;48,10;609;333;0,54;22,74;1,24;0,51;0,17;433;0,70;8;2;0
32494;1592;1450;55,18;1090;308;0,98;31,64;1,15;1,27;0,62;618;1,43;8;2;0
391;712;631;47,31;626;223;0,43;17,39;0,65;0,96;0,12;444;0,53;8;1;1
2707;2807;2998;59,62;2731;786;1,21;30,00;1,83;0,11;0,45;1040;1,73;8;1;1
140;1751;1669;49,29;1621;445;0,82;16,43;1,79;0,60;0,52;826;0,98;8;2;0
74;769;735;41,89;1409;265;0,49;20,27;0,55;0,00;0,78;670;0,61;8;1;1
