battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
30925;2070;2044;55,43;1392;454;1,09;33,56;1,36;0,98;0,68;783;1,64;9;1;1
19683;1100;1043;47,96;848;216;0,75;28,64;0,80;1,24;0,54;554;1,05;9;1;1
115272;1065;1013;49,84;793;252;0,75;21,09;1,14;0,76;0,38;581;0,95;9;1;1
44747;2072;1988;55,40;1624;486;1,09;34,85;1,32;1,50;0,80;781;1,68;9;2;0
69154;1564;1589;52,00;1343;413;0,93;29,90;1,05;1,03;0,63;554;1,33;9;1;1
33114;1635;1746;52,33;1093;419;0,94;23,66;1,40;1,03;0,41;620;1,23;9;1;1
14039;1158;1188;47,80;1078;367;0,66;19,67;1,03;0,62;0,21;633;0,82;9;2;0
50405;1648;1785;52,23;1492;537;0,89;26,06;1,15;0,33;0,33;700;1,21;9;1;1
35037;1262;1264;48,53;1199;436;0,74;22,41;1,18;0,49;0,32;681;0,95;9;1;1
20836;1051;1000;47,18;970;273;0,60;20,21;0,95;0,33;0,23;580;0,76;9;2;0
12469;1033;1070;47,69;1233;400;0,73;23,92;0,62;0,69;0,27;568;0,95;9;2;0
16404;616;568;46,49;532;246;0,47;17,41;1,08;1,41;0,16;408;0,57;9;2;0
191;1399;1351;53,40;1787;361;0,64;23,56;1,05;1,09;0,04;764;0,84;9;2;0
22395;2297;2403;55,65;1812;539;1,16;30,28;1,42;0,39;0,53;787;1,66;9;1;1
4439;631;585;45,26;593;340;0,41;14,80;1,17;0,53;0,20;519;0,48;9;1;1
7532;910;887;45,15;959;323;0,57;19,34;0,92;0,49;0,23;562;0,71;9;2;0
3848;821;758;46,49;621;227;0,50;20,04;0,96;0,59;0,21;417;0,62;9;2;0
2630;948;953;45,02;855;230;0,61;22,17;0,72;0,39;0,34;535;0,78;9;1;1
22182;1557;1632;50,92;1482;401;0,82;26,49;0,96;0,31;0,29;651;1,11;9;2;0
2442;757;724;46,27;814;284;0,51;16,54;1,02;0,44;0,21;545;0,61;9;1;1
11945;1301;1299;49,23;1141;376;0,77;20,54;1,13;0,48;0,53;551;0,97;9;2;0
11176;1455;1495;49,61;1268;379;0,85;26,39;1,19;0,73;0,40;564;1,15;9;1;1
26377;493;437;45,39;452;189;0,47;28,24;0,49;1,37;0,40;342;0,65;9;1;1
8111;934;900;44,83;1090;314;0,58;24,77;0,81;1,16;0,21;645;0,77;9;2;0
27633;721;700;46,57;704;237;0,57;29,62;0,52;0,49;0,44;449;0,81;9;2;0
26;509;318;50,00;727;160;0,35;23,08;0,73;0,00;0,00;649;0,45;9;2;0
6427;1587;1664;50,80;1517;482;0,84;28,02;1,18;0,54;0,28;735;1,16;9;2;0
18011;893;964;48,96;705;276;0,81;31,87;0,64;1,31;0,74;445;1,19;9;2;0
3405;845;862;45,81;958;334;0,53;24,70;0,55;0,79;0,28;622;0,70;9;1;1
323;881;888;44,27;1522;300;0,55;22,60;0,50;0,86;0,27;669;0,71;9;1;1
