battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
12480;1437;1350;52,52;999;225;0,82;26,49;1,05;1,22;0,46;590;1,12;7;2;1
55190;926;821;47,78;834;174;0,67;19,56;0,89;1,10;0,43;531;0,83;7;1;0
56712;440;434;45,22;447;287;0,41;19,51;0,86;1,17;0,34;316;0,51;7;1;0
5379;1021;880;50,53;599;180;0,69;17,46;1,33;0,48;0,70;403;0,83;7;2;1
18993;648;674;48,94;353;290;0,53;22,55;1,43;0,85;0,42;318;0,68;7;1;0
93628;738;698;47,53;561;160;0,66;27,33;0,44;0,99;0,44;395;0,91;7;2;1
35507;2055;2067;54,12;1452;394;1,13;26,47;1,25;1,00;0,31;740;1,54;7;2;1
413;953;964;45,52;673;232;0,62;20,10;0,77;0,83;0,08;483;0,78;7;1;0
16664;1192;1242;50,84;872;372;0,72;30,81;0,95;1,31;0,51;486;1,04;7;1;0
21205;839;960;48,71;687;335;0,65;30,61;0,46;0,97;0,44;428;0,94;7;1;0
66143;859;838;45,97;920;342;0,64;31,14;0,65;1,42;0,54;433;0,92;7;2;1
41281;700;807;47,63;521;317;0,53;25,92;0,52;1,18;0,53;353;0,72;7;2;1
28727;1101;1048;50,17;487;166;0,74;19,84;1,02;0,31;0,35;372;0,92;7;1;0
52130;1341;1313;51,01;744;201;0,78;28,84;0,94;0,82;0,49;444;1,10;7;1;0
6809;435;280;45,03;290;143;0,34;25,58;0,56;1,84;0,44;264;0,45;7;2;1
837;509;385;46,24;496;236;0,38;16,73;0,63;1,08;0,16;478;0,45;7;2;1
9161;694;700;46,60;536;230;0,50;27,20;0,36;0,70;0,62;376;0,69;7;2;1
40935;874;840;47,15;811;300;0,61;18,98;0,87;0,64;0,29;553;0,75;7;1;0
718;954;796;44,71;1306;268;0,38;13,37;1,10;0,70;0,08;706;0,44;7;2;1
2869;340;319;43,92;338;194;0,34;18,65;0,59;1,27;0,37;319;0,42;7;1;0
3099;4017;4251;62,44;2930;418;1,66;48,69;1,07;0,98;0,79;1223;3,23;7;2;1
3567;574;525;46,34;350;178;0,48;21,81;0,76;1,14;0,38;298;0,62;7;1;0
4418;890;888;47,19;905;280;0,59;22,88;0,75;0,49;0,15;566;0,76;7;2;1
5354;920;887;48,30;854;264;0,57;26,52;0,72;1,21;0,22;538;0,78;7;1;0
1900;538;430;44,32;358;124;0,43;14,42;0,85;0,95;0,48;305;0,51;7;2;1
716;693;580;45,81;415;155;0,48;23,32;0,60;1,30;0,16;382;0,63;7;2;1
1351;291;229;43,67;298;135;0,31;16,14;0,69;0,55;0,21;360;0,37;7;1;0
760;488;409;48,95;336;160;0,52;30,79;0,58;1,11;0,31;367;0,75;7;1;0
2104;454;387;45,44;523;193;0,39;14,21;0,62;0,29;0,06;453;0,45;7;2;1
2053;922;867;48,95;669;157;0,82;36,73;0,21;0,69;0,72;473;1,29;7;1;0
