battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
58044;2112;1853;52,36;1724;279;1,20;30,74;1,11;1,03;0,77;670;1,74;3;1;0
96943;1594;1509;52,45;1039;192;1,16;40,09;0,69;1,51;0,95;563;1,94;3;2;1
10269;1441;1413;47,45;1422;353;0,82;28,87;1,17;0,58;0,48;746;1,15;3;2;1
91773;1136;1051;50,28;907;239;0,74;23,81;1,34;1,14;0,34;485;0,97;3;1;0
111078;1360;1420;49,44;1128;377;0,82;24,33;0,97;0,57;0,33;657;1,09;3;1;0
136972;2112;1963;55,55;1230;388;1,19;41,70;1,43;2,29;1,26;679;2,03;3;1;0
23129;1653;1640;52,84;1211;379;0,94;30,42;0,98;0,47;0,60;584;1,35;3;1;0
19379;668;620;48,31;461;199;0,53;23,73;0,81;1,13;0,49;319;0,70;3;2;1
92178;1730;1734;51,71;1492;399;1,00;30,87;0,93;0,59;0,49;628;1,44;3;1;0
43297;1540;1639;50,97;1395;487;0,90;27,77;1,18;1,07;0,50;588;1,24;3;2;1
3239;1830;2030;53,66;1361;633;0,93;25,38;1,77;0,43;0,43;773;1,24;3;2;1
64528;839;818;46,76;775;237;0,67;28,84;0,61;1,61;0,35;478;0,94;3;2;1
28807;920;940;46,89;877;343;0,66;25,68;0,91;0,89;0,32;577;0,88;3;1;0
22290;1845;1873;53,84;1213;399;1,01;28,13;1,26;0,77;0,58;560;1,41;3;2;1
59197;851;909;47,93;845;603;0,55;17,42;1,85;0,75;0,29;608;0,67;3;2;1
42111;1461;1506;51,35;1250;412;0,85;29,69;0,99;0,39;0,59;506;1,21;3;1;0
3869;779;721;46,08;582;153;0,62;31,89;0,39;0,77;0,43;371;0,91;3;1;0
26257;1702;1781;51,51;1463;494;0,82;23,29;1,22;0,29;0,29;594;1,07;3;2;1
12710;1259;1406;50,31;1070;353;0,77;31,97;0,49;1,01;0,46;513;1,13;3;1;0
15720;978;972;48,24;790;334;0,61;17,73;1,18;0,54;0,33;394;0,75;3;1;0
29169;712;675;47,08;665;320;0,49;16,91;1,14;0,65;0,13;403;0,59;3;1;0
10019;2175;2344;53,58;1750;672;0,90;25,31;1,81;0,61;0,41;781;1,20;3;1;0
66;193;177;45,45;357;282;0,32;19,70;0,62;3,30;1,55;425;0,40;3;1;0
54699;1280;1322;49,52;1167;473;0,78;26,95;1,08;1,04;0,35;606;1,07;3;2;1
55304;1303;1346;50,42;1126;422;0,80;26,77;0,97;0,63;0,47;522;1,09;3;1;0
144;639;545;50,00;850;287;0,54;25,69;0,74;1,07;0,49;649;0,73;3;2;1
29145;2512;2607;55,13;1733;638;1,15;30,51;1,77;1,11;0,85;804;1,65;3;2;1
2324;1150;1139;47,20;929;316;0,64;18,07;1,12;1,01;0,46;495;0,78;3;2;1
4502;693;648;44,87;850;161;0,60;32,25;0,29;1,27;0,23;520;0,89;3;2;1
583;1252;1303;50,43;1667;490;0,76;26,93;0,83;0,06;0,23;783;1,04;3;2;1
