battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
17869;1528;1429;51,02;1194;282;0,91;29,17;1,09;0,99;0,63;541;1,29;89;1;0
10239;987;984;47,77;824;272;0,66;23,91;0,80;0,77;0,29;468;0,87;89;1;0
52062;868;846;48,83;740;263;0,66;22,64;0,95;0,38;0,44;385;0,85;89;2;1
65253;1198;1216;49,57;1276;458;0,76;23,08;1,42;0,94;0,38;537;0,98;89;1;0
28684;1113;1080;48,81;885;264;0,69;23,63;0,91;0,81;0,44;462;0,90;89;2;1
16159;895;828;49,30;578;234;0,61;19,99;1,12;0,94;0,34;375;0,76;89;2;1
20965;1493;1476;51,01;1041;399;0,80;19,42;1,72;1,01;0,39;542;1,00;89;1;0
40976;2033;2131;55,03;1603;593;0,95;22,00;1,76;0,21;0,54;706;1,22;89;2;1
43825;1135;1118;49,25;1006;383;0,64;20,70;1,18;0,59;0,29;569;0,80;89;1;0
60470;1299;1365;49,75;1230;404;0,86;32,75;0,77;0,88;0,39;536;1,27;89;1;0
13923;869;835;48,01;756;311;0,52;16,79;1,06;0,70;0,23;400;0,63;89;2;1
17429;2095;2346;54,78;1897;676;1,02;28,15;1,45;0,35;0,29;779;1,42;89;2;1
19598;592;534;45,94;575;250;0,45;18,96;0,79;1,20;0,27;463;0,55;89;2;1
23908;984;987;46,29;1088;289;0,71;32,49;0,48;0,18;0,47;558;1,05;89;1;0
21928;1277;1271;49,41;1132;299;0,74;28,53;0,80;0,80;0,35;577;1,03;89;1;0
8014;800;738;47,59;725;326;0,46;15,15;1,09;0,48;0,20;564;0,55;89;2;1
10164;1147;1103;48,12;941;338;0,60;14,39;1,43;0,43;0,12;551;0,70;89;1;0
14317;1194;1162;49,22;1013;483;0,61;20,57;1,33;0,36;0,26;488;0,77;89;2;1
35263;1385;1444;49,90;1363;443;0,82;32,51;0,84;0,74;0,37;697;1,22;89;2;1
2189;1138;1094;49,06;872;230;0,72;35,45;0,57;1,74;0,46;498;1,11;89;2;1
8926;984;951;48,51;901;319;0,67;28,80;1,07;0,36;0,42;593;0,94;89;2;1
107075;1535;1606;50,65;1275;440;0,88;27,41;1,14;0,73;0,39;638;1,21;89;2;1
28376;1656;1693;50,78;1613;419;0,96;33,67;0,78;0,64;0,63;577;1,45;89;1;0
59685;1743;1812;52,58;1378;407;0,94;26,38;1,21;0,55;0,49;625;1,27;89;1;0
3250;1515;1520;53,63;1437;435;0,76;27,57;1,23;0,36;0,27;786;1,06;89;1;0
5329;1089;1077;47,55;1079;299;0,65;24,09;0,77;0,20;0,35;601;0,86;89;1;0
28685;2550;2148;54,54;1953;245;1,36;38,54;1,11;1,31;1,23;746;2,21;89;2;1
39795;1696;1345;51,24;1466;121;0,98;29,41;1,16;1,04;0,70;640;1,38;89;2;1
984;842;994;52,95;981;663;0,45;41,97;0,02;0,02;0,11;629;0,78;89;1;0
887;136;72;42,62;251;126;0,20;29,31;0,37;0,80;0,51;356;0,29;89;1;0
