battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
35153;1132;1092;49,06;969;264;0,70;30,00;0,88;1,05;0,35;534;0,99;1;1;0
27849;2096;2311;55,29;1605;419;1,16;38,75;0,86;0,52;0,53;804;1,89;1;2;1
62770;1328;1253;48,52;1518;450;0,83;31,89;1,04;0,31;0,57;662;1,22;1;1;0
21981;830;804;48,74;597;355;0,58;21,30;1,53;0,67;0,32;399;0,74;1;1;0
4546;586;556;43,66;714;332;0,42;18,15;1,10;0,87;0,27;516;0,51;1;1;0
59083;916;869;47,32;859;262;0,63;27,74;0,73;0,82;0,58;432;0,87;1;1;0
76415;883;824;47,22;779;264;0,67;19,77;0,87;0,91;0,35;460;0,83;1;2;1
51342;2085;2237;54,93;1483;496;1,05;33,16;1,20;0,71;0,48;822;1,57;1;2;1
29706;1239;1259;49,08;1096;409;0,70;25,38;1,24;1,07;0,27;656;0,94;1;2;1
28070;1156;1196;49,72;829;315;0,79;33,22;0,85;0,88;0,63;455;1,19;1;2;1
33918;1400;1440;50,93;1205;497;0,74;13,64;1,84;0,49;0,31;573;0,85;1;2;1
26258;1260;1248;48,34;1153;313;0,73;28,63;0,77;0,35;0,40;512;1,02;1;2;1
78162;2259;2270;54,13;2056;569;1,09;26,84;1,52;0,79;0,45;852;1,49;1;2;1
36100;1090;1090;47,46;949;283;0,70;20,40;0,90;0,59;0,21;589;0,88;1;1;0
52269;2430;2605;59,10;1958;689;1,17;28,68;1,67;0,63;0,35;937;1,64;1;2;1
8469;610;530;43,24;685;212;0,44;21,90;0,65;0,37;0,17;455;0,56;1;1;0
25748;1505;1537;50,91;1220;392;0,88;31,28;0,95;0,54;0,68;648;1,28;1;2;1
22777;1349;1450;50,72;1230;491;0,79;33,91;1,02;0,42;0,33;640;1,19;1;2;1
15545;814;767;45,09;830;248;0,53;19,18;0,72;0,54;0,26;485;0,65;1;1;0
41975;2163;2397;55,58;1796;667;1,05;29,04;1,45;0,39;0,40;866;1,47;1;1;0
22776;1769;1885;52,66;1498;553;0,96;25,48;1,33;0,36;0,45;793;1,29;1;1;0
19672;798;795;47,09;739;364;0,53;23,69;0,96;0,76;0,29;467;0,70;1;1;0
39221;2488;2749;56,82;2394;612;1,09;30,66;1,24;0,46;0,28;900;1,57;1;1;0
17921;2247;2352;58,65;1973;499;1,11;36,92;1,06;0,51;0,48;900;1,76;1;1;0
75301;888;849;48,04;768;286;0,60;20,25;0,93;0,40;0,19;407;0,75;1;1;0
15651;999;932;49,52;629;325;0,60;16,51;1,61;0,42;0,32;404;0,72;1;2;1
79470;1025;1015;48,18;1049;402;0,60;15,02;1,30;0,69;0,17;614;0,71;1;1;0
54060;1503;1351;51,22;1220;254;0,91;24,46;1,26;1,52;0,48;570;1,21;1;2;1
7859;975;1017;46,93;948;476;0,60;17,69;1,40;0,39;0,16;665;0,73;1;2;1
1733;1480;1441;52,16;1495;267;0,73;22,68;0,97;1,33;0,10;795;0,94;1;2;1
