battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
14019;969;945;47,26;927;374;0,63;17,58;1,27;0,48;0,38;574;0,76;11;1;0
39382;1083;1154;46,77;1034;499;0,72;31,19;0,96;0,85;0,59;616;1,04;11;1;0
6043;839;778;48,45;640;174;0,59;26,63;0,72;1,18;0,42;376;0,80;11;2;1
31291;1549;1619;51,78;1271;532;0,81;26,75;1,55;0,25;0,34;725;1,11;11;2;1
42792;1470;1548;50,97;1282;373;0,92;29,12;0,78;0,60;0,56;636;1,30;11;2;1
13013;426;402;46,28;358;205;0,40;22,97;0,75;0,81;0,36;295;0,52;11;2;1
57168;2350;2387;54,22;2091;576;1,16;36,22;1,47;0,97;0,75;839;1,82;11;1;0
8216;495;464;45,76;452;178;0,47;18,82;0,63;0,63;0,21;329;0,58;11;2;1
31355;2104;2170;55,54;1871;557;1,01;27,05;1,39;0,30;0,42;838;1,38;11;2;1
10950;1042;1080;48,59;886;295;0,68;26,83;0,82;1,12;0,36;435;0,93;11;2;1
19735;471;380;46,74;415;201;0,39;21,09;0,79;0,85;0,32;320;0,50;11;1;0
6494;880;967;46,90;839;322;0,60;29,47;0,56;0,85;0,36;412;0,86;11;2;1
3476;1194;1169;51,09;1005;304;0,68;24,91;1,06;1,38;0,39;611;0,91;11;1;0
27174;1827;1998;52,71;1482;418;1,04;35,06;1,05;0,68;0,34;801;1,61;11;2;1
11394;915;884;46,51;1046;432;0,53;18,71;1,19;0,63;0,27;609;0,65;11;2;1
132;920;945;45,45;614;302;0,64;25,76;0,86;0,44;0,20;394;0,86;11;1;0
7291;2304;2416;56,15;1844;446;1,14;42,67;1,15;1,36;0,63;900;1,99;11;2;1
19950;1246;1353;49,94;1002;526;0,73;25,09;1,31;0,53;0,31;627;0,98;11;1;0
46738;1168;1067;49,39;1005;224;0,86;35,94;0,57;0,67;0,72;451;1,35;11;1;0
101410;1780;1741;52,56;1592;376;1,00;34,60;0,92;1,66;0,56;659;1,52;11;1;0
23918;1028;887;45,86;1132;280;0,82;28,00;0,74;0,53;0,54;518;1,14;11;1;0
5899;3054;3410;59,23;2643;626;1,37;38,87;1,18;0,23;0,62;976;2,24;11;2;1
958;972;968;50,73;562;197;0,58;27,66;0,63;0,88;0,42;410;0,80;11;1;0
1703;864;790;48,91;536;197;0,66;21,90;0,88;1,32;0,18;417;0,84;11;2;1
9475;1432;1460;49,64;1348;368;0,74;27,31;0,95;0,45;0,34;624;1,02;11;2;1
38806;1185;1107;48,64;1059;305;0,69;20,44;1,22;0,87;0,35;541;0,87;11;1;0
4255;657;564;44,61;860;251;0,39;13,51;0,71;0,72;0,09;536;0,45;11;2;1
853;1653;1779;51,35;1509;412;0,93;30,72;1,08;0,48;0,21;757;1,35;11;1;0
37;677;565;51,35;1160;377;0,35;16,22;0,41;0,00;0,65;691;0,42;11;1;0
137;975;1033;45,26;1616;214;0,72;26,28;0,26;0,30;0,07;648;0,97;11;1;0
