battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
21075;721;678;45,35;851;239;0,51;23,45;0,47;0,43;0,27;552;0,67;15;1;0
44868;901;848;46,44;919;341;0,62;25,40;0,83;0,86;0,37;424;0,83;15;1;0
45707;1860;1940;52,63;1401;538;0,98;29,63;1,47;0,42;0,67;604;1,39;15;1;0
62425;669;620;46,38;671;269;0,50;15,82;1,13;0,78;0,32;471;0,59;15;1;0
38590;949;893;47,20;789;295;0,62;15,11;1,21;0,40;0,23;449;0,73;15;1;0
54285;1912;1818;54,74;1609;370;1,03;26,39;1,09;0,61;0,53;750;1,40;15;2;1
2907;1522;1506;51,26;1205;400;0,75;14,28;1,57;0,40;0,17;729;0,88;15;1;0
47371;1646;1689;52,96;976;266;1,00;29,72;0,97;0,84;0,73;620;1,43;15;1;0
66680;1811;1805;52,64;1410;560;1,03;27,61;1,57;1,37;0,51;614;1,42;15;2;1
19007;1599;1634;50,64;1703;383;0,83;32,54;0,85;0,79;0,34;736;1,23;15;2;1
18799;1886;1871;52,80;1461;465;1,09;29,69;1,23;1,42;0,50;636;1,55;15;2;1
23554;3264;3448;66,21;1859;754;1,50;36,86;1,88;0,68;0,73;1029;2,37;15;1;0
66407;657;657;46,44;641;278;0,51;26,54;0,51;0,62;0,42;404;0,69;15;1;0
21805;1114;1061;48,28;1047;278;0,64;18,95;0,94;0,83;0,33;582;0,79;15;2;1
15485;762;725;46,51;666;225;0,62;19,66;0,73;1,64;0,28;407;0,77;15;2;1
57269;502;473;45,37;512;256;0,41;20,17;0,80;0,99;0,20;358;0,52;15;2;1
40586;1889;1955;53,63;1565;525;1,03;32,71;1,25;1,20;0,67;611;1,54;15;2;1
26214;466;428;44,03;709;357;0,37;15,90;0,78;0,93;0,15;539;0,44;15;1;0
91170;1107;1147;48,47;1048;294;0,77;30,82;0,62;0,59;0,46;438;1,11;15;1;0
13620;1029;1018;49,37;889;346;0,65;26,84;0,93;1,09;0,41;489;0,89;15;2;1
37400;1413;1447;49,43;1287;396;0,78;20,56;1,15;0,45;0,25;603;0,99;15;2;1
57388;1282;1206;49,93;1141;323;0,80;27,59;1,11;1,80;0,31;495;1,11;15;2;1
20720;762;740;46,98;676;329;0,51;18,25;1,08;0,54;0,19;431;0,63;15;1;0
9710;1111;1096;47,42;943;301;0,64;21,86;1,09;0,36;0,17;533;0,82;15;1;0
10863;869;789;46,15;809;161;0,66;22,53;0,73;0,74;0,43;408;0,85;15;2;1
5787;448;397;44,95;454;227;0,36;16,38;0,86;0,61;0,26;345;0,43;15;1;0
62152;1018;991;48,13;923;345;0,66;22,34;0,99;0,48;0,40;444;0,85;15;1;0
3264;963;905;47,43;849;286;0,50;18,41;0,98;0,42;0,26;521;0,62;15;2;1
869;840;881;47,64;791;281;0,61;29,23;0,57;2,27;0,20;546;0,86;15;2;1
116148;1052;1023;49,30;910;346;0,72;24,68;1,04;1,98;0,62;551;0,96;15;2;1
