battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
25640;1153;974;49,43;921;130;0,68;21,94;0,97;1,59;0,28;457;0,87;19;2;0
42265;837;807;49,20;507;237;0,67;23,66;1,15;0,59;0,57;393;0,88;19;2;0
122470;1585;1575;51,36;1322;436;0,92;30,36;1,20;0,81;0,64;604;1,32;19;2;0
63520;1959;2039;52,56;1331;382;0,98;31,67;1,23;1,04;0,77;543;1,43;19;2;0
105887;1312;1299;49,87;1081;342;0,90;33,00;0,79;0,78;0,47;663;1,35;19;2;0
15900;763;707;45,98;721;246;0,53;18,17;1,07;1,09;0,32;469;0,65;19;2;0
28510;1828;1633;53,47;1108;301;1,15;37,25;0,93;1,16;1,25;591;1,83;19;1;1
20185;1599;1593;51,69;1140;424;0,91;24,51;1,49;0,49;0,61;569;1,21;19;1;1
20879;1202;1182;47,76;1037;336;0,72;27,73;0,96;1,13;0,59;603;0,99;19;1;1
18622;1308;1283;50,36;965;285;0,78;25,75;0,95;0,51;0,52;513;1,05;19;1;1
78616;1435;1498;50,39;1302;430;0,82;27,47;0,98;0,67;0,53;636;1,13;19;1;1
14802;589;599;46,72;479;353;0,43;22,65;1,03;0,22;0,28;379;0,55;19;2;0
7492;1610;1727;50,96;1511;453;0,81;25,91;1,30;0,33;0,18;718;1,09;19;2;0
7875;1542;1533;51,61;1190;366;0,85;24,41;1,27;0,38;0,55;705;1,13;19;1;1
22628;2229;2353;54,71;1841;575;1,03;20,78;1,78;0,55;0,24;826;1,30;19;1;1
13635;1006;985;48,24;906;294;0,62;22,16;0,80;0,81;0,22;440;0,80;19;2;0
6568;500;453;43,91;595;233;0,43;15,86;0,76;0,61;0,06;428;0,51;19;1;1
16445;1647;1706;52,64;1361;382;0,84;32,13;0,93;0,24;0,42;644;1,24;19;2;0
13223;780;667;47,70;600;227;0,51;15,82;0,84;0,26;0,18;379;0,61;19;1;1
20211;686;644;45,24;712;283;0,45;20,27;0,93;0,43;0,12;560;0,57;19;1;1
10439;1727;1897;51,81;1339;554;0,83;18,53;1,79;0,50;0,25;752;1,02;19;1;1
22382;2103;2282;55,04;1797;485;1,07;34,29;1,18;1,28;0,36;853;1,63;19;2;0
12377;793;725;45,08;987;279;0,56;25,11;0,49;0,47;0,13;586;0,75;19;1;1
693;1089;936;45,45;893;260;0,75;30,45;0,63;1,02;0,87;577;1,09;19;1;1
4435;623;576;44,96;662;264;0,42;18,13;0,90;0,37;0,16;485;0,52;19;2;0
2063;813;713;46,73;512;145;0,65;30,10;0,57;1,91;0,45;429;0,93;19;2;0
4537;1901;2024;50,96;1516;379;0,90;28,59;1,02;0,44;0,31;772;1,27;19;1;1
1418;544;470;45,84;603;173;0,47;29,41;0,46;1,63;0,37;505;0,66;19;2;0
9822;1386;1439;49,91;1428;390;0,82;27,92;0,89;0,40;0,22;668;1,14;19;2;0
2752;903;802;48,47;699;245;0,45;11,70;1,54;0,22;0,10;521;0,51;19;1;1
