battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
24223;1491;1466;51,02;1032;332;0,94;27,65;1,21;0,89;0,65;511;1,30;206;1;0
33510;2052;1968;53,10;1590;261;1,13;36,62;0,72;0,91;0,84;668;1,78;206;1;0
18316;1031;913;48,55;820;190;0,70;25,56;1,20;1,48;0,45;462;0,94;206;1;0
55120;858;866;48,16;766;253;0,69;24,27;0,82;1,02;0,34;515;0,91;206;1;0
62535;1331;1282;50,04;1238;317;0,81;25,38;0,98;1,02;0,40;592;1,08;206;2;1
30444;1391;1418;50,18;1211;395;0,88;33,26;0,89;2,11;0,34;642;1,31;206;1;0
91090;804;733;46,20;847;269;0,56;16,73;1,07;0,56;0,35;470;0,67;206;2;1
19415;803;781;45,97;1001;427;0,59;25,91;1,15;0,47;0,32;584;0,79;206;2;1
3285;749;723;48,77;506;187;0,65;28,22;0,60;0,48;0,39;349;0,90;206;2;1
32069;1248;1291;49,37;1117;397;0,77;27,92;0,95;0,47;0,47;646;1,07;206;1;0
36777;1024;1003;48,29;891;267;0,68;26,25;0,73;0,58;0,51;439;0,92;206;2;1
89330;1765;1696;52,89;1162;362;1,02;24,92;1,44;1,57;0,81;708;1,35;206;2;1
17734;984;1013;47,81;965;471;0,57;26,55;1,15;1,10;0,19;479;0,78;206;1;0
5477;1325;1315;49,53;927;237;0,83;21,75;1,06;0,71;0,65;585;1,06;206;1;0
55559;911;955;48,01;810;342;0,69;19,71;1,11;1,24;0,40;568;0,86;206;1;0
11702;1709;1712;51,94;1169;275;1,06;34,59;0,80;1,50;0,94;664;1,63;206;1;0
54302;348;318;44,62;400;213;0,40;19,23;0,58;0,50;0,24;302;0,50;206;1;0
36181;549;528;44,99;644;350;0,40;19,09;0,96;0,63;0,27;455;0,50;206;2;1
4462;1398;1410;51,55;1191;361;0,79;27,79;0,97;0,66;0,48;638;1,10;206;2;1
14160;1154;1177;50,53;1123;282;0,86;31,00;0,76;0,88;0,29;690;1,24;206;2;1
52177;1161;1157;48,64;1230;348;0,66;20,98;0,89;0,19;0,18;675;0,84;206;2;1
158;200;185;45,57;310;140;0,30;24,05;0,34;0,69;0,03;315;0,39;206;2;1
10244;794;779;46,75;926;383;0,49;18,42;1,23;0,55;0,14;583;0,60;206;1;0
16912;552;508;46,30;548;257;0,47;21,90;0,70;0,54;0,27;359;0,60;206;2;1
4998;976;971;48,26;848;215;0,62;24,49;0,58;0,60;0,44;400;0,82;206;2;1
8263;1142;1166;49,86;906;288;0,71;31,68;0,78;0,95;0,34;608;1,04;206;1;0
3414;1550;1605;52,43;1551;323;0,86;33,48;0,69;0,96;0,26;777;1,29;206;1;0
1964;1157;1272;50,20;821;552;0,60;20,62;1,62;0,28;0,06;632;0,75;206;2;1
170;579;592;36,47;1213;256;0,46;22,35;0,42;0,85;0,52;578;0,60;206;1;0
36;940;927;38,89;1494;407;0,58;13,89;0,67;0,00;0,00;670;0,68;206;2;1
