battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
34897;1486;1317;50,54;1264;215;0,89;27,08;1,09;0,99;0,51;702;1,22;23;2;1
17564;1116;1084;49,46;816;230;0,72;29,37;0,72;1,10;0,69;514;1,02;23;1;0
27485;199;162;44,01;306;169;0,27;17,96;0,47;0,82;0,24;337;0,32;23;1;0
140058;1495;1435;51,14;1135;284;1,05;36,22;0,59;0,27;0,78;488;1,64;23;1;0
48023;927;908;48,43;829;244;0,62;21,93;0,85;0,64;0,19;463;0,80;23;2;1
116053;830;798;48,08;699;276;0,62;18,89;0,90;0,49;0,36;403;0,77;23;2;1
19332;3735;4327;70,44;1756;1474;1,53;53,73;2,83;0,58;1,16;1180;3,31;23;2;1
56995;1067;1146;49,63;898;530;0,67;21,59;1,61;0,67;0,51;615;0,85;23;1;0
12074;1351;1373;50,11;972;302;0,76;21,52;1,00;0,42;0,46;592;0,97;23;2;1
5726;249;184;43,33;321;182;0,26;19,37;0,55;3,79;0,32;269;0,32;23;1;0
16897;1928;1922;53,06;1250;318;1,01;29,41;1,05;0,80;0,85;622;1,43;23;2;1
27505;1537;1592;53,11;1054;438;0,83;21,34;1,49;0,39;0,51;693;1,06;23;1;0
15962;1702;1740;51,31;1387;334;0,88;30,43;0,99;1,00;0,47;642;1,27;23;1;0
37729;1768;1785;53,54;1275;454;0,97;28,26;1,31;0,98;0,53;574;1,35;23;2;1
13023;452;385;44,73;495;202;0,33;13,31;0,66;0,71;0,24;404;0,38;23;2;1
148;204;225;41,89;331;182;0,41;24,32;0,78;0,76;0,11;432;0,54;23;2;1
33383;1141;1254;48,61;1130;430;0,74;36,15;0,58;0,43;0,35;664;1,16;23;1;0
1281;306;227;42,86;416;201;0,29;20,53;0,51;0,66;0,27;432;0,37;23;1;0
2020;831;709;48,76;560;179;0,49;16,34;0,93;0,39;0,12;422;0,58;23;2;1
90482;1516;1536;50,72;1294;427;0,84;25,63;1,27;0,75;0,35;652;1,12;23;1;0
3503;664;571;46,42;511;185;0,43;14,13;0,83;0,48;0,16;412;0,50;23;2;1
60094;1947;1995;54,68;1584;399;1,04;30,40;1,04;1,54;0,52;645;1,49;23;2;1
54208;642;599;46,39;572;250;0,55;22,89;0,83;1,02;0,39;367;0,72;23;1;0
16323;960;979;48,04;931;324;0,71;21,47;0,77;1,03;0,26;550;0,91;23;1;0
67358;1278;1335;49,72;1156;509;0,80;30,38;1,20;0,92;0,52;592;1,15;23;2;1
4185;942;894;49,13;618;215;0,61;21,12;0,73;0,33;0,40;408;0,77;23;1;0
9657;767;711;45,95;900;310;0,47;22,21;0,85;0,56;0,19;585;0,61;23;2;1
240;668;609;47,92;731;212;0,63;28,33;0,52;1,23;0,28;559;0,88;23;1;0
1070;1887;1953;55,14;1757;317;0,99;29,81;0,87;1,01;0,19;819;1,41;23;2;1
5;2942;2710;60,00;2452;373;1,60;40,00;2,00;0,00;0,00;1046;2,67;23;1;0
