battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
92279;1846;1646;53,49;1239;260;1,10;24,79;1,45;1,29;0,50;721;1,46;26;1;0
114266;1391;1206;50,56;1030;246;0,94;33,79;1,11;1,22;0,56;628;1,42;26;1;0
4912;515;425;46,11;377;137;0,47;18,77;1,00;1,18;0,15;329;0,58;26;1;0
14816;1054;949;48,54;694;210;0,69;18,73;1,35;0,85;0,52;434;0,85;26;1;0
24488;1012;882;47,58;754;141;0,68;21,79;1,07;0,69;0,53;416;0,87;26;2;1
1055;158;97;45,12;338;199;0,18;22,18;0,52;0,88;0,13;346;0,23;26;1;0
46510;492;463;44,62;554;207;0,51;29,80;0,52;1,48;0,53;358;0,72;26;2;1
79143;1745;1646;53,92;1248;367;0,92;32,46;1,41;1,66;0,77;630;1,36;26;2;1
53340;1543;1521;52,09;1193;386;0,89;29,40;1,25;1,01;0,66;598;1,25;26;1;0
30070;1313;1346;50,86;1053;349;0,84;26,56;1,10;1,07;0,38;623;1,15;26;2;1
20621;1051;1114;49,79;801;311;0,83;32,47;0,78;0,71;0,65;483;1,23;26;1;0
5205;471;408;46,82;412;176;0,42;16,27;0,87;0,97;0,39;289;0,50;26;1;0
40646;1129;1158;49,39;883;375;0,66;25,37;1,16;0,71;0,32;451;0,89;26;2;1
193;623;556;46,63;900;265;0,58;33,16;0,62;1,09;0,00;564;0,87;26;2;1
15962;1702;1740;51,31;1387;334;0,88;30,43;0,99;1,00;0,47;642;1,27;26;1;0
51065;1418;1454;50,29;1210;346;0,93;39,23;0,68;0,86;0,65;603;1,52;26;2;1
6434;597;544;46,18;485;215;0,49;13,54;0,96;0,28;0,13;332;0,56;26;2;1
31969;821;776;48,16;606;293;0,58;17,45;1,27;0,36;0,38;525;0,70;26;2;1
6475;795;739;44,82;708;299;0,46;16,60;1,12;0,94;0,28;525;0,55;26;1;0
6489;1487;1464;52,78;888;386;0,83;27,32;1,26;0,77;0,82;680;1,15;26;2;1
11347;968;958;48,79;809;341;0,54;16,51;1,54;0,51;0,15;467;0,65;26;2;1
21486;1261;1278;50,65;754;371;0,64;25,67;1,41;0,22;0,46;534;0,86;26;2;1
15033;2238;2392;55,88;1833;556;1,04;28,66;1,55;0,75;0,36;898;1,46;26;1;0
63356;2397;2307;56,01;1653;477;1,25;40,10;1,34;1,05;0,92;796;2,08;26;1;0
4926;1172;1165;49,03;941;413;0,66;23,18;1,30;0,29;0,27;563;0,86;26;2;1
4666;694;685;45,97;597;252;0,56;17,15;0,90;0,21;0,26;424;0,68;26;1;0
2094;1413;1344;50,53;871;299;0,72;25,60;1,25;0,85;0,55;565;0,97;26;1;0
3147;629;597;45,15;735;219;0,54;29,33;0,54;0,80;0,19;496;0,77;26;2;1
194;288;214;42,78;662;245;0,25;16,49;0,53;0,24;0,00;546;0,30;26;1;0
3122;2247;2348;56,69;2341;405;1,06;31,90;0,94;0,90;0,26;986;1,55;26;2;1
