battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
11577;880;859;47,11;763;252;0,60;24,70;0,81;0,79;0,29;440;0,80;810;1;1
18594;596;535;44,49;601;226;0,44;22,38;0,66;0,73;0,19;382;0,56;810;2;0
15698;972;916;47,91;883;282;0,67;29,00;0,84;0,83;0,54;577;0,94;810;1;1
53413;989;968;47,93;872;382;0,60;21,90;1,15;0,39;0,33;544;0,77;810;1;1
54209;917;901;47,10;966;381;0,68;21,72;0,77;0,52;0,28;612;0,87;810;1;1
3692;747;671;45,07;847;197;0,50;32,10;0,41;0,55;0,34;506;0,74;810;2;0
17746;1549;1625;50,96;1313;430;0,90;28,78;1,07;1,32;0,42;688;1,27;810;1;1
35134;2536;2847;57,68;2218;743;1,21;33,04;1,50;0,73;0,45;884;1,80;810;2;0
43092;1111;1052;48,08;1025;228;0,85;33,16;0,59;0,71;0,55;440;1,27;810;2;0
30552;1732;1834;53,50;1402;493;0,94;26,28;1,43;0,53;0,42;745;1,27;810;1;1
12528;1854;1982;52,55;1554;453;0,98;30,83;1,16;0,55;0,48;673;1,41;810;1;1
5374;943;916;48,25;909;324;0,52;20,39;1,11;1,12;0,12;530;0,65;810;1;1
37872;1376;1362;48,98;1146;337;0,84;36,75;0,82;1,85;0,75;650;1,32;810;2;0
4697;1140;1217;47,69;745;259;0,70;25,40;0,81;0,61;0,52;406;0,94;810;1;1
34089;648;629;46,48;713;277;0,51;20,05;0,65;0,51;0,26;466;0,63;810;2;0
19984;1041;954;47,95;993;306;0,56;17,93;1,18;0,56;0,24;541;0,68;810;1;1
14521;2017;2192;55,94;1633;495;0,99;34,33;1,09;0,46;0,46;715;1,50;810;2;0
8724;1089;975;47,91;901;247;0,56;23,98;0,78;0,46;0,41;464;0,74;810;1;1
5116;433;365;44,92;379;161;0,38;20,82;0,60;0,64;0,19;325;0,48;810;2;0
30370;1504;1552;51,65;1582;575;0,78;20,95;1,40;0,46;0,21;753;0,98;810;2;0
28076;2245;2435;54,19;2224;652;1,07;38,10;1,18;0,21;0,59;826;1,73;810;1;1
12459;680;636;43,53;962;243;0,46;17,17;0,58;0,48;0,07;552;0,56;810;2;0
1122;1043;1025;48,22;922;247;0,70;30,93;0,55;1,17;0,28;585;1,02;810;1;1
4227;1128;1121;49,42;680;202;0,70;22,31;0,89;0,52;0,40;405;0,90;810;2;0
71286;1714;1712;52,25;1526;353;0,97;30,09;0,90;0,59;0,49;618;1,39;810;2;0
26783;916;808;48,05;761;207;0,63;23,92;0,84;0,98;0,57;427;0,83;810;1;1
33968;1173;1194;48,67;1043;319;0,83;32,21;0,72;0,86;0,58;488;1,22;810;2;0
4474;492;437;44,37;679;255;0,43;27,31;0,44;1,63;0,20;418;0,59;810;1;1
2063;501;394;44,30;565;192;0,43;24,58;0,46;1,94;0,39;463;0,57;810;2;0
60;958;972;40,00;786;169;0,68;25,00;0,67;0,00;0,00;510;0,91;810;2;0
