battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
29586;1645;1649;52,67;1163;342;0,91;25,31;1,23;1,06;0,62;532;1,21;5;2;0
19440;1901;1894;53,72;1354;350;1,04;34,22;0,95;0,90;0,85;637;1,58;5;2;0
8719;1013;916;49,72;743;149;0,71;29,61;0,61;0,90;0,55;433;1,01;5;1;1
39009;777;723;47,49;678;328;0,53;16,60;1,35;0,70;0,26;401;0,63;5;2;0
39179;688;685;46,77;625;248;0,57;21,43;0,92;0,84;0,38;359;0,73;5;2;0
6536;852;783;47,72;590;159;0,66;26,71;0,78;1,18;0,55;357;0,90;5;1;1
6317;963;910;48,44;788;250;0,62;20,33;0,91;0,44;0,36;554;0,78;5;2;0
65316;1334;1311;49,36;1160;318;0,80;24,05;0,90;0,44;0,33;606;1,05;5;1;1
4170;534;461;45,11;576;212;0,41;16,26;0,67;0,84;0,35;425;0,49;5;2;0
26297;1309;1244;49,58;991;272;0,71;18,10;1,11;0,49;0,33;487;0,86;5;1;1
19573;738;740;47,24;777;290;0,54;19,89;0,70;0,58;0,37;411;0,68;5;1;1
51546;1059;1054;47,35;1156;316;0,70;27,63;0,68;0,68;0,19;554;0,96;5;1;1
20965;684;603;46,73;579;224;0,47;20,12;0,68;1,84;0,26;381;0,59;5;1;1
28739;1732;1820;53,16;1339;482;0,89;24,21;1,47;0,47;0,36;694;1,17;5;2;0
5742;757;690;44,64;820;197;0,46;23,44;0,46;1,12;0,17;521;0,60;5;1;1
2657;1046;987;49,23;1007;290;0,62;23,67;0,94;1,09;0,21;640;0,82;5;2;0
17157;518;462;44,77;686;261;0,38;19,09;0,75;1,36;0,05;525;0,48;5;2;0
19642;1102;1145;48,34;1048;564;0,62;17,25;1,63;0,44;0,24;536;0,75;5;2;0
5195;1002;978;46,37;894;293;0,62;23,73;0,83;0,46;0,17;531;0,81;5;1;1
21755;992;1021;47,73;1133;327;0,67;25,31;0,84;0,24;0,24;606;0,90;5;2;0
4777;966;950;47,29;827;308;0,58;22,69;0,95;0,78;0,21;535;0,75;5;1;1
2493;856;890;45,33;922;330;0,54;22,38;0,78;0,24;0,06;588;0,70;5;1;1
19163;1894;1948;51,00;1792;405;1,04;37,06;0,75;0,53;0,53;869;1,65;5;1;1
15613;791;710;47,32;608;234;0,46;20,80;0,76;0,60;0,41;400;0,58;5;2;0
730;1149;1167;49,73;876;242;0,81;32,19;0,71;1,30;0,58;597;1,19;5;2;0
2342;494;456;43,64;645;203;0,37;19,17;0,42;0,54;0,11;468;0,46;5;1;1
787;739;680;45,62;860;202;0,57;21,98;0,54;1,09;0,10;601;0,74;5;1;1
84;798;654;48,81;469;95;0,73;28,57;0,85;1,67;1,51;396;1,02;5;2;0
49;460;395;44,90;387;94;0,78;32,65;0,49;3,69;0,00;302;1,15;5;2;0
1806;620;546;44,13;590;233;0,43;24,42;0,67;0,30;0,07;502;0,57;5;1;1
