battles;overallWN8;overallWNX;winrate;dpg;assist;frags;survival;spots;cap;def;xp;kd;map;spawn;target
67254;3524;3681;62,67;2171;698;1,52;37,74;1,88;0,77;0,77;1019;2,44;14;2;1
42896;1095;1033;48,69;983;287;0,73;22,07;1,07;1,00;0,35;606;0,93;14;1;0
11411;720;665;47,45;588;238;0,53;19,97;1,01;0,86;0,47;349;0,66;14;1;0
30513;1997;1872;55,07;1286;343;1,10;39,30;0,94;1,60;1,06;631;1,82;14;1;0
43716;1455;1427;50,46;1094;316;0,92;25,87;1,20;0,45;0,80;666;1,24;14;2;1
85471;1498;1352;50,79;1118;260;0,91;28,94;0,95;0,82;0,79;617;1,28;14;2;1
19376;1339;1290;51,04;1116;278;0,84;30,61;1,06;1,46;0,56;491;1,21;14;2;1
52106;728;690;47,13;715;326;0,50;20,38;1,19;0,61;0,30;387;0,63;14;1;0
79043;1623;1713;51,11;1638;452;0,95;36,17;0,85;0,50;0,36;729;1,50;14;1;0
16543;1619;1771;52,56;1284;679;0,77;26,04;1,64;0,32;0,43;760;1,04;14;1;0
25199;938;892;48,89;748;294;0,68;18,80;1,47;0,84;0,43;418;0,84;14;2;1
55178;1488;1500;52,92;1231;444;0,78;18,39;1,37;0,46;0,50;551;0,95;14;2;1
45035;1343;1429;50,22;1176;520;0,72;26,98;1,15;0,84;0,42;666;0,99;14;2;1
1371;351;294;43,03;476;197;0,35;20,71;0,52;1,30;0,08;467;0,44;14;1;0
21325;1927;2053;52,70;1678;574;0,95;31,39;1,37;0,41;0,36;839;1,39;14;2;1
42564;1574;1628;50,66;1327;414;0,91;30,03;0,98;0,21;0,54;695;1,31;14;2;1
18462;953;946;49,64;821;357;0,59;15,62;1,34;0,40;0,21;580;0,69;14;2;1
32766;1594;1848;52,06;991;568;0,84;36,26;1,33;0,40;0,77;550;1,32;14;1;0
46970;910;1002;48,67;693;397;0,65;25,29;0,89;0,57;0,43;442;0,88;14;1;0
43137;1494;1528;50,32;1171;323;0,93;41,03;0,67;1,77;0,58;599;1,58;14;2;1
11198;1202;1213;49,46;1010;335;0,69;27,70;0,92;1,39;0,32;548;0,96;14;2;1
1385;577;473;44,55;483;164;0,40;16,25;0,84;0,49;0,21;421;0,48;14;1;0
335;830;801;48,36;724;200;0,67;22,99;0,90;1,18;0,13;438;0,87;14;2;1
5570;878;836;45,85;818;231;0,60;26,50;0,58;0,57;0,34;514;0,82;14;2;1
1883;116;49;42,70;195;117;0,16;20,02;0,40;1,60;0,17;223;0,20;14;1;0
195;279;205;44,62;419;154;0,29;14,87;0,58;1,74;0,23;443;0,34;14;1;0
2068;638;529;44,83;512;201;0,43;22,97;0,60;0,55;0,08;386;0,56;14;2;1
5007;868;876;45,34;902;455;0,47;15,14;1,32;0,28;0,09;575;0,55;14;1;0
75595;1607;1571;52,15;1217;458;0,94;31,58;1,23;0,85;0,85;557;1,37;14;1;0
2200;606;574;44,18;855;285;0,46;22,91;0,62;1,35;0,08;597;0,59;14;1;0
